fips,county_name,state_code,year,fmr_0br,fmr_1br,fmr_2br,fmr_3br,fmr_4br
3600999999,,NY,2019,566,569,700,967,1079
3601199999,,NY,2019,562,621,786,994,1081
3601399999,,NY,2019,555,567,700,908,1050
3601599999,,NY,2019,630,663,834,1074,1127
3601799999,,NY,2019,553,598,741,931,1010
3601999999,,NY,2019,567,659,810,1052,1131
3602199999,,NY,2019,688,748,936,1263,1296
3602399999,,NY,2019,628,664,793,1023,1130
3602599999,,NY,2019,591,595,749,974,1012
3602799999,,NY,2019,969,1073,1346,1721,2008
3602999999,,NY,2019,671,695,838,1050,1204
3603199999,,NY,2019,625,683,847,1133,1163
3603399999,,NY,2019,533,620,721,952,975
3603599999,,NY,2019,523,636,772,967,1095
3603799999,,NY,2019,544,634,766,1036,1141
3603999999,,NY,2019,615,778,957,1248,1518
3604199999,,NY,2019,590,594,786,1028,1127
3604399999,,NY,2019,556,608,786,985,1072
3604599999,,NY,2019,748,880,1164,1460,1672
3604799999,,NY,2019,1559,1599,1831,2324,2475
3604999999,,NY,2019,568,632,723,1011,1147
3605199999,,NY,2019,650,760,951,1192,1285
3605399999,,NY,2019,599,688,858,1088,1224
3605599999,,NY,2019,650,760,951,1192,1285
3605799999,,NY,2019,648,652,788,987,1100
3605999999,,NY,2019,1240,1548,1907,2460,2756
3606199999,,NY,2019,1559,1599,1831,2324,2475
3606399999,,NY,2019,671,695,838,1050,1204
3606599999,,NY,2019,556,608,786,985,1072
3606799999,,NY,2019,599,688,858,1088,1224
3606999999,,NY,2019,650,760,951,1192,1285
3607199999,,NY,2019,969,1073,1346,1721,2008
3607399999,,NY,2019,650,760,951,1192,1285
3607599999,,NY,2019,599,688,858,1088,1224
3607799999,,NY,2019,652,657,832,1042,1329
3607999999,,NY,2019,1559,1599,1831,2324,2475
3608199999,,NY,2019,1559,1599,1831,2324,2475
3608399999,,NY,2019,768,904,1115,1397,1507
3608599999,,NY,2019,1559,1599,1831,2324,2475
3608799999,,NY,2019,1559,1599,1831,2324,2475
3609199999,,NY,2019,768,904,1115,1397,1507
3609399999,,NY,2019,768,904,1115,1397,1507
3609599999,,NY,2019,768,904,1115,1397,1507
3609799999,,NY,2019,550,598,700,1011,1182
3609999999,,NY,2019,669,673,795,1089,1321
3608999999,,NY,2019,609,634,801,1004,1203
3610199999,,NY,2019,596,616,731,983,1105
3610399999,,NY,2019,1240,1548,1907,2460,2756
3610599999,,NY,2019,654,788,964,1245,1364
3610799999,,NY,2019,609,640,830,1086,1236
3610999999,,NY,2019,913,941,1135,1448,1729
3611199999,,NY,2019,777,962,1210,1537,1676
3611399999,,NY,2019,661,761,959,1231,1368
3611599999,,NY,2019,661,761,959,1231,1368
3611799999,,NY,2019,650,760,951,1192,1285
3611999999,,NY,2019,1243,1463,1775,2283,2598
3612199999,,NY,2019,488,553,700,943,946
3612399999,,NY,2019,521,647,760,1024,1027
,,NC,2019,794,799,993,1356,1744
,,NC,2019,702,736,852,1130,1304
,,NC,2019,561,637,812,1071,1238
,,NC,2019,875,897,1028,1388,1779
,,NC,2019,675,676,894,1236,1503
,,NC,2019,578,582,679,959,1083
,,NC,2019,834,902,1055,1435,1624
,,NC,2019,745,749,893,1246,1529
,,NC,2019,566,569,679,982,1193
,,NC,2019,565,569,753,964,1257
,,NC,2019,612,661,769,1028,1201
,,NC,2019,607,611,774,1097,1281
,,NC,2019,612,735,842,1083,1398
,,NC,2019,546,549,679,873,992
,,NC,2019,624,628,742,1073,1303
,,NC,2019,743,763,873,1153,1533
,,NC,2019,663,667,843,1219,1481
,,NC,2019,510,513,679,919,971
,,NC,2019,660,664,783,1072,1375
,,NC,2019,564,584,725,958,1273
,,NC,2019,607,694,794,1075,1395
,,NC,2019,457,534,707,943,956
,,NC,2019,846,949,1086,1396,1764
,,NC,2019,510,513,679,888,918
,,NC,2019,552,555,721,985,1106
,,NC,2019,621,673,838,1112,1133
,,NC,2019,919,925,1104,1553,1938
,,NC,2019,715,790,1003,1404,1704
,,NC,2019,558,583,729,985,1211
3700199999,,NC,2019,561,637,812,1071,1238
3700399999,,NC,2019,546,549,679,873,992
3700599999,,NC,2019,510,513,679,940,1026
3700799999,,NC,2019,578,593,679,938,1193
3700999999,,NC,2019,510,513,679,982,1193
3701199999,,NC,2019,571,575,760,969,1209
3701399999,,NC,2019,566,570,679,918,921
3701599999,,NC,2019,578,593,679,855,1030
3701799999,,NC,2019,510,513,679,914,918
3701999999,,NC,2019,702,736,852,1130,1304
3702199999,,NC,2019,794,799,993,1356,1744
3702399999,,NC,2019,546,549,679,873,992
3702599999,,NC,2019,875,897,1028,1388,1779
3702799999,,NC,2019,546,549,679,873,992
3702999999,,NC,2019,872,877,1082,1415,1520
3703199999,,NC,2019,664,668,869,1156,1526
3703399999,,NC,2019,547,551,679,923,1094
3703599999,,NC,2019,546,549,679,873,992
3703799999,,NC,2019,834,902,1055,1435,1624
3703999999,,NC,2019,564,568,679,915,1080
3704199999,,NC,2019,656,673,771,1022,1354
3704399999,,NC,2019,612,616,751,941,1195
3704599999,,NC,2019,548,596,685,896,1152
3704799999,,NC,2019,522,539,679,897,1017
3704999999,,NC,2019,675,676,894,1236,1503
3705199999,,NC,2019,745,749,893,1246,1529
3705399999,,NC,2019,919,925,1104,1553,1938
3705599999,,NC,2019,766,771,953,1378,1612
3705799999,,NC,2019,578,582,679,959,1083
3705999999,,NC,2019,558,583,729,985,1211
3706199999,,NC,2019,536,539,679,900,1159
3706399999,,NC,2019,834,902,1055,1435,1624
3706599999,,NC,2019,552,555,721,985,1106
3706799999,,NC,2019,558,583,729,985,1211
3706999999,,NC,2019,846,949,1086,1396,1764
3707199999,,NC,2019,875,897,1028,1388,1779
3707399999,,NC,2019,566,569,679,982,1193
3707599999,,NC,2019,541,544,679,851,1193
3707799999,,NC,2019,614,618,817,1024,1238
3707999999,,NC,2019,510,513,679,851,918
3708199999,,NC,2019,612,661,769,1028,1201
3708399999,,NC,2019,591,594,717,956,1137
3708599999,,NC,2019,591,595,787,1076,1382
3708799999,,NC,2019,612,735,842,1083,1398
3708999999,,NC,2019,794,799,993,1356,1744
3709199999,,NC,2019,546,550,727,990,1008
3709399999,,NC,2019,624,628,742,1073,1303
3709599999,,NC,2019,732,736,908,1138,1445
3709799999,,NC,2019,743,763,873,1153,1533
3709999999,,NC,2019,587,589,689,909,1210
3710199999,,NC,2019,846,949,1086,1396,1764
3710399999,,NC,2019,510,513,679,919,971
3710599999,,NC,2019,627,644,737,968,996
3710799999,,NC,2019,488,541,703,960,1218
3710999999,,NC,2019,660,664,783,1072,1375
3711399999,,NC,2019,593,597,765,988,1344
3711599999,,NC,2019,794,799,993,1356,1744
3711799999,,NC,2019,510,513,679,920,1083
3711199999,,NC,2019,578,582,679,851,1080
3711999999,,NC,2019,875,897,1028,1388,1779
3712199999,,NC,2019,512,515,679,851,1080
3712399999,,NC,2019,552,555,679,918,1075
3712599999,,NC,2019,662,679,777,1033,1365
3712799999,,NC,2019,552,555,721,985,1106
3712999999,,NC,2019,715,790,1003,1404,1704
3713199999,,NC,2019,510,513,679,970,1193
3713399999,,NC,2019,663,667,843,1219,1481
3713599999,,NC,2019,834,902,1055,1435,1624
3713799999,,NC,2019,564,584,725,958,1273
3713999999,,NC,2019,596,599,793,1147,1274
3714199999,,NC,2019,607,694,794,1075,1395
3714399999,,NC,2019,665,669,825,1034,1313
3714599999,,NC,2019,457,534,707,943,956
3714799999,,NC,2019,607,611,774,1097,1281
3714999999,,NC,2019,597,601,795,996,1098
3715199999,,NC,2019,612,661,769,1028,1201
3715399999,,NC,2019,572,576,679,886,1008
3715599999,,NC,2019,512,515,679,851,965
3715799999,,NC,2019,510,513,679,888,918
3715999999,,NC,2019,621,673,838,1112,1133
3716199999,,NC,2019,510,513,679,877,1031
3716399999,,NC,2019,519,522,679,944,1036
3716599999,,NC,2019,523,526,696,872,1125
3716799999,,NC,2019,531,535,679,927,1113
3716999999,,NC,2019,558,583,729,985,1211
3717199999,,NC,2019,513,517,679,902,1103
3717399999,,NC,2019,578,593,679,851,1177
3717599999,,NC,2019,593,594,696,902,941
3717799999,,NC,2019,547,551,679,982,1080
3717999999,,NC,2019,875,897,1028,1388,1779
3718199999,,NC,2019,521,587,679,941,1025
3718399999,,NC,2019,846,949,1086,1396,1764
3718599999,,NC,2019,436,551,679,971,1193
3718799999,,NC,2019,537,541,715,1001,1256
3718999999,,NC,2019,587,706,914,1232,1288
3719199999,,NC,2019,565,569,753,964,1257
3719399999,,NC,2019,510,513,679,944,1101
3719599999,,NC,2019,621,638,730,983,987
3719799999,,NC,2019,558,583,729,985,1211
3719999999,,NC,2019,512,516,682,916,1085
,,ND,2019,659,663,863,1177,1474
,,ND,2019,561,691,859,1242,1509
,,ND,2019,558,671,870,1245,1517
,,ND,2019,654,659,860,1145,1434
,,ND,2019,542,546,700,877,1127
3800199999,,ND,2019,596,611,700,1012,1230
3800399999,,ND,2019,577,581,768,1110,1129
3800599999,,ND,2019,596,611,700,915,1107
3800799999,,ND,2019,614,618,817,1179,1225
3800999999,,ND,2019,538,541,716,952,1181
3801199999,,ND,2019,565,569,752,942,1031
3801399999,,ND,2019,719,723,957,1199,1435
3801599999,,ND,2019,659,663,863,1177,1474
3801799999,,ND,2019,561,691,859,1242,1509
3801999999,,ND,2019,596,611,700,1010,1049
3802199999,,ND,2019,574,578,700,877,1189
3802399999,,ND,2019,526,529,700,1012,1049
3802599999,,ND,2019,940,946,1252,1593,2199
3802799999,,ND,2019,596,611,700,1012,1049
3802999999,,ND,2019,596,611,700,1010,1049
3803199999,,ND,2019,574,578,700,1012,1049
3803399999,,ND,2019,720,725,959,1210,1438
3803599999,,ND,2019,558,671,870,1245,1517
3803799999,,ND,2019,596,607,700,1012,1049
3803999999,,ND,2019,526,529,700,1012,1049
3804199999,,ND,2019,596,611,700,1012,1049
3804399999,,ND,2019,596,611,700,1000,1049
3804599999,,ND,2019,543,547,723,906,1124
3804799999,,ND,2019,596,611,700,1010,1032
3804999999,,ND,2019,596,611,700,987,1049
3805199999,,ND,2019,596,611,700,912,967
3805399999,,ND,2019,776,781,1033,1294,1549
3805599999,,ND,2019,596,611,700,973,1169
3805799999,,ND,2019,598,602,796,1036,1398
3805999999,,ND,2019,659,663,863,1177,1474
3806199999,,ND,2019,689,753,921,1152,1562
3806399999,,ND,2019,596,611,700,1010,1049
3806599999,,ND,2019,654,659,860,1145,1434
3806799999,,ND,2019,596,611,700,922,1196
3806999999,,ND,2019,585,589,779,976,1168
3807199999,,ND,2019,575,578,700,1012,1230
3807399999,,ND,2019,572,575,761,1003,1141
3807599999,,ND,2019,538,541,716,1033,1258
3807799999,,ND,2019,540,543,700,1012,1155
3807999999,,ND,2019,596,611,700,1010,1049
3808199999,,ND,2019,563,567,700,1012,1133
3808399999,,ND,2019,614,618,817,1179,1225
3808599999,,ND,2019,542,546,700,877,1127
3808799999,,ND,2019,614,618,817,1179,1225
3808999999,,ND,2019,747,752,995,1340,1345
3809199999,,ND,2019,572,576,700,1012,1049
3809399999,,ND,2019,571,575,760,1017,1066
3809599999,,ND,2019,531,535,700,891,1049
3809799999,,ND,2019,489,561,700,1012,1230
3809999999,,ND,2019,596,611,700,912,1054
3810199999,,ND,2019,698,830,1079,1560,1895
3810399999,,ND,2019,596,611,700,933,1049
3810599999,,ND,2019,634,772,965,1300,1304
6999999999,,MP,2019,457,538,712,1028,1238
,,OH,2019,527,623,810,1019,1095
,,OH,2019,485,553,731,1030,1062
,,OH,2019,506,586,775,989,1048
,,OH,2019,584,670,884,1223,1414
,,OH,2019,569,678,836,1102,1158
,,OH,2019,643,761,957,1225,1424
,,OH,2019,524,599,788,1053,1189
,,OH,2019,568,571,682,986,1198
,,OH,2019,509,609,734,989,1178
,,OH,2019,516,562,687,920,945
,,OH,2019,461,516,682,904,1061
,,OH,2019,481,542,717,949,1086
,,OH,2019,506,613,788,1001,1069
,,OH,2019,477,560,727,994,1094
,,OH,2019,624,703,930,1223,1261
,,OH,2019,450,555,700,883,946
,,OH,2019,548,552,702,900,1092
,,OH,2019,473,544,685,897,992
3900199999,,OH,2019,533,536,682,854,922
3900399999,,OH,2019,516,562,687,920,945
3900599999,,OH,2019,467,530,691,916,1103
3900799999,,OH,2019,502,526,696,957,972
3900999999,,OH,2019,643,669,766,960,1035
3901199999,,OH,2019,504,521,682,903,933
3901399999,,OH,2019,548,552,702,900,1092
3901599999,,OH,2019,485,553,731,1030,1062
3901799999,,OH,2019,584,670,884,1223,1414
3901999999,,OH,2019,506,586,775,989,1048
3902199999,,OH,2019,540,543,682,982,1190
3902399999,,OH,2019,506,613,788,1001,1069
3902599999,,OH,2019,584,670,884,1223,1414
3902799999,,OH,2019,449,550,699,937,1134
3902999999,,OH,2019,469,555,682,904,1028
3903199999,,OH,2019,498,527,682,859,985
3903399999,,OH,2019,533,536,682,854,922
3903599999,,OH,2019,569,678,836,1102,1158
3903799999,,OH,2019,520,523,682,918,922
3903999999,,OH,2019,502,522,691,923,1141
3904199999,,OH,2019,643,761,957,1225,1424
3904399999,,OH,2019,486,566,748,962,1064
3904599999,,OH,2019,643,761,957,1225,1424
3904799999,,OH,2019,470,571,732,917,1114
3904999999,,OH,2019,643,761,957,1225,1424
3905199999,,OH,2019,477,560,727,994,1094
3905399999,,OH,2019,498,596,682,883,982
3905599999,,OH,2019,569,678,836,1102,1158
3905799999,,OH,2019,524,599,788,1053,1189
3905999999,,OH,2019,557,560,682,854,1057
3906199999,,OH,2019,584,670,884,1223,1414
3906399999,,OH,2019,561,564,743,1014,1177
3906599999,,OH,2019,498,516,682,918,922
3906799999,,OH,2019,498,532,682,854,1001
3906999999,,OH,2019,498,596,682,964,968
3907199999,,OH,2019,498,566,682,944,1061
3907399999,,OH,2019,568,571,682,986,1198
3907599999,,OH,2019,498,539,682,856,922
3907799999,,OH,2019,493,525,682,902,1027
3907999999,,OH,2019,498,537,682,934,1036
3908199999,,OH,2019,450,555,700,883,946
3908399999,,OH,2019,536,545,702,922,1012
3908599999,,OH,2019,569,678,836,1102,1158
3908799999,,OH,2019,509,609,734,989,1178
3908999999,,OH,2019,643,761,957,1225,1424
3909199999,,OH,2019,542,561,742,944,1003
3909399999,,OH,2019,569,678,836,1102,1158
3909599999,,OH,2019,477,560,727,994,1094
3909799999,,OH,2019,643,761,957,1225,1424
3909999999,,OH,2019,473,544,685,897,992
3910199999,,OH,2019,486,572,756,947,1022
3910399999,,OH,2019,569,678,836,1102,1158
3910599999,,OH,2019,438,564,682,854,959
3910799999,,OH,2019,512,516,682,874,922
3910999999,,OH,2019,524,599,788,1053,1189
3911199999,,OH,2019,498,594,682,931,1071
3911399999,,OH,2019,524,599,788,1053,1189
3911599999,,OH,2019,498,596,682,862,959
3911799999,,OH,2019,643,761,957,1225,1424
3911999999,,OH,2019,446,557,690,865,1010
3912199999,,OH,2019,504,538,690,865,933
3912399999,,OH,2019,523,579,716,897,1138
3912599999,,OH,2019,498,566,682,854,954
3912799999,,OH,2019,481,542,717,949,1086
3912999999,,OH,2019,643,761,957,1225,1424
3913199999,,OH,2019,498,556,682,978,1057
3913399999,,OH,2019,527,623,810,1019,1095
3913599999,,OH,2019,464,522,691,931,934
3913799999,,OH,2019,498,550,682,854,922
3913999999,,OH,2019,461,516,682,904,1061
3914199999,,OH,2019,560,564,732,917,989
3914399999,,OH,2019,498,544,682,908,1047
3914599999,,OH,2019,438,596,682,966,1070
3914799999,,OH,2019,512,516,682,906,922
3914999999,,OH,2019,514,577,703,886,1018
3915199999,,OH,2019,506,586,775,989,1048
3915399999,,OH,2019,527,623,810,1019,1095
3915599999,,OH,2019,473,544,685,897,992
3915799999,,OH,2019,490,562,743,931,1004
3915999999,,OH,2019,624,703,930,1223,1261
3916199999,,OH,2019,498,516,682,928,931
3916399999,,OH,2019,498,596,682,959,1198
3916599999,,OH,2019,584,670,884,1223,1414
3916799999,,OH,2019,498,527,682,884,1025
3916999999,,OH,2019,565,575,735,922,1028
3917199999,,OH,2019,498,544,682,883,1014
3917399999,,OH,2019,477,560,727,994,1094
3917599999,,OH,2019,498,526,682,854,937
,,OK,2019,519,611,700,958,1120
,,OK,2019,493,581,768,1083,1217
,,OK,2019,495,529,700,957,1144
,,OK,2019,518,529,700,969,1056
,,OK,2019,548,562,741,1052,1189
,,OK,2019,549,552,700,917,1001
,,OK,2019,526,529,700,916,970
,,OK,2019,637,689,867,1184,1463
,,OK,2019,515,557,700,942,1113
,,OK,2019,465,564,700,948,1151
,,OK,2019,569,669,865,1162,1315
4000199999,,OK,2019,499,530,700,947,959
4000399999,,OK,2019,499,529,700,910,946
4000599999,,OK,2019,499,529,700,882,978
4000799999,,OK,2019,499,545,700,877,1021
4000999999,,OK,2019,551,648,857,1074,1250
4001199999,,OK,2019,499,529,700,892,1194
4001399999,,OK,2019,533,536,709,931,983
4001599999,,OK,2019,485,542,700,877,1056
4001799999,,OK,2019,637,689,867,1184,1463
4001999999,,OK,2019,541,598,727,911,983
4002199999,,OK,2019,543,580,700,965,1131
4002399999,,OK,2019,450,529,700,950,986
4002599999,,OK,2019,499,545,700,915,1009
4002799999,,OK,2019,637,689,867,1184,1463
4002999999,,OK,2019,499,529,700,1012,1064
4003199999,,OK,2019,548,562,741,1052,1189
4003399999,,OK,2019,519,611,700,958,1120
4003599999,,OK,2019,527,563,700,907,946
4003799999,,OK,2019,569,669,865,1162,1315
4003999999,,OK,2019,499,539,700,1012,1230
4004199999,,OK,2019,499,529,700,931,1067
4004399999,,OK,2019,505,535,708,887,1008
4004599999,,OK,2019,528,577,741,928,1002
4004799999,,OK,2019,493,581,768,1083,1217
4004999999,,OK,2019,582,585,700,1012,1200
4005199999,,OK,2019,518,529,700,969,1056
4005399999,,OK,2019,499,598,700,877,1047
4005599999,,OK,2019,568,603,797,999,1162
4005799999,,OK,2019,499,545,700,877,1230
4005999999,,OK,2019,499,545,700,1012,1021
4006199999,,OK,2019,513,529,700,967,1096
4006399999,,OK,2019,499,532,700,904,1230
4006599999,,OK,2019,497,566,700,986,1161
4006799999,,OK,2019,461,529,700,949,1030
4006999999,,OK,2019,499,537,700,903,946
4007199999,,OK,2019,532,535,700,989,1113
4007399999,,OK,2019,499,611,700,943,946
4007599999,,OK,2019,499,529,700,877,971
4007799999,,OK,2019,499,584,700,945,1064
4007999999,,OK,2019,549,552,700,917,1001
4008199999,,OK,2019,526,529,700,916,970
4008399999,,OK,2019,637,689,867,1184,1463
4008599999,,OK,2019,515,571,723,907,978
4009399999,,OK,2019,499,529,700,877,946
4009599999,,OK,2019,450,529,700,877,1104
4009799999,,OK,2019,500,531,702,918,1034
4008799999,,OK,2019,637,689,867,1184,1463
4008999999,,OK,2019,450,529,700,902,1056
4009199999,,OK,2019,493,611,700,1000,1230
4009999999,,OK,2019,530,610,700,978,1230
4010199999,,OK,2019,452,531,700,951,955
4010399999,,OK,2019,499,611,700,1012,1230
4010599999,,OK,2019,556,590,780,977,1327
4010799999,,OK,2019,499,561,700,907,1030
4010999999,,OK,2019,637,689,867,1184,1463
4011199999,,OK,2019,515,557,700,942,1113
4011399999,,OK,2019,569,669,865,1162,1315
4011599999,,OK,2019,484,556,735,927,1004
4011799999,,OK,2019,465,564,700,948,1151
4011999999,,OK,2019,638,642,794,1148,1260
4012199999,,OK,2019,484,569,753,943,1189
4012399999,,OK,2019,452,548,704,951,1036
4012599999,,OK,2019,564,568,718,956,1042
4012799999,,OK,2019,480,529,700,972,1026
4012999999,,OK,2019,499,611,700,915,1021
4013199999,,OK,2019,569,669,865,1162,1315
4013399999,,OK,2019,450,529,700,905,1052
4013599999,,OK,2019,495,529,700,957,1144
4013799999,,OK,2019,458,548,701,925,985
4013999999,,OK,2019,624,640,733,918,1069
4014199999,,OK,2019,499,545,700,972,1021
4014399999,,OK,2019,569,669,865,1162,1315
4014599999,,OK,2019,569,669,865,1162,1315
4014799999,,OK,2019,505,619,709,955,1134
4014999999,,OK,2019,499,589,700,877,983
4015199999,,OK,2019,499,611,700,877,1021
4015399999,,OK,2019,547,649,743,1010,1160
,,OR,2019,646,761,1006,1453,1663
,,OR,2019,742,884,1071,1540,1881
,,OR,2019,767,886,1066,1541,1872
,,OR,2019,678,780,1032,1492,1752
,,OR,2019,717,722,955,1381,1677
,,OR,2019,692,747,988,1429,1735
,,OR,2019,1040,1134,1325,1916,2327
,,OR,2019,658,736,972,1405,1707
4100199999,,OR,2019,454,529,700,1011,1230
4100399999,,OR,2019,767,886,1066,1541,1872
4100599999,,OR,2019,1040,1134,1325,1916,2327
4100799999,,OR,2019,599,700,866,1252,1354
4100999999,,OR,2019,1040,1134,1325,1916,2327
4101199999,,OR,2019,490,623,762,1102,1269
4101399999,,OR,2019,491,579,765,1070,1311
4101599999,,OR,2019,572,707,891,1288,1433
4101799999,,OR,2019,742,884,1071,1540,1881
4101999999,,OR,2019,480,565,747,1080,1312
4102199999,,OR,2019,491,593,765,1041,1230
4102399999,,OR,2019,532,598,700,1012,1126
4102599999,,OR,2019,450,588,700,1012,1189
4102799999,,OR,2019,711,882,1106,1599,1692
4102999999,,OR,2019,692,747,988,1429,1735
4103199999,,OR,2019,482,611,700,1012,1230
4103399999,,OR,2019,717,722,955,1381,1677
4103599999,,OR,2019,481,567,748,1055,1145
4103799999,,OR,2019,450,574,700,965,1178
4103999999,,OR,2019,678,780,1032,1492,1752
4104199999,,OR,2019,568,697,884,1278,1477
4104399999,,OR,2019,646,761,1006,1453,1663
4104599999,,OR,2019,478,544,709,934,1133
4104799999,,OR,2019,658,736,972,1405,1707
4104999999,,OR,2019,533,537,710,956,960
4105199999,,OR,2019,1040,1134,1325,1916,2327
4105399999,,OR,2019,658,736,972,1405,1707
4105599999,,OR,2019,490,593,762,980,1030
4105799999,,OR,2019,593,610,806,1129,1133
4105999999,,OR,2019,472,577,735,1016,1108
4106199999,,OR,2019,470,553,732,1058,1207
4106399999,,OR,2019,451,609,702,974,1191
4106599999,,OR,2019,722,814,1077,1437,1835
4106799999,,OR,2019,1040,1134,1325,1916,2327
4106999999,,OR,2019,450,542,700,921,1126
4107199999,,OR,2019,1040,1134,1325,1916,2327
,,PA,2019,737,887,1129,1464,1526
,,PA,2019,600,638,796,997,1076
,,PA,2019,472,596,734,931,992
,,PA,2019,595,700,926,1188,1252
,,PA,2019,658,663,825,1034,1298
,,PA,2019,737,871,1111,1523,1734
,,PA,2019,608,631,812,1027,1098
,,PA,2019,660,771,970,1266,1536
,,PA,2019,650,813,1012,1296,1368
,,PA,2019,485,573,710,911,977
,,PA,2019,724,869,1091,1386,1475
,,PA,2019,697,702,908,1186,1357
,,PA,2019,689,694,904,1133,1222
,,PA,2019,840,992,1200,1503,1715
,,PA,2019,906,912,1206,1744,1822
,,PA,2019,647,725,896,1137,1248
,,PA,2019,662,792,1030,1295,1396
,,PA,2019,541,636,780,1007,1102
,,PA,2019,544,548,710,904,1035
,,PA,2019,868,887,1019,1440,1527
,,PA,2019,689,694,856,1152,1184
,,PA,2019,611,722,946,1212,1297
4200199999,,PA,2019,660,771,970,1266,1536
4200399999,,PA,2019,647,725,896,1137,1248
4200599999,,PA,2019,472,596,734,931,992
4200799999,,PA,2019,647,725,896,1137,1248
4200999999,,PA,2019,559,590,692,867,993
4201199999,,PA,2019,662,792,1030,1295,1396
4201399999,,PA,2019,600,638,796,997,1076
4201599999,,PA,2019,554,558,738,1026,1103
4201799999,,PA,2019,840,992,1200,1503,1715
4201999999,,PA,2019,647,725,896,1137,1248
4202199999,,PA,2019,485,573,710,911,977
4202399999,,PA,2019,519,523,692,867,935
4202599999,,PA,2019,737,887,1129,1464,1526
4202799999,,PA,2019,868,887,1019,1440,1527
4202999999,,PA,2019,840,992,1200,1503,1715
4203199999,,PA,2019,589,590,692,867,935
4203399999,,PA,2019,478,567,692,903,1085
4203599999,,PA,2019,534,559,740,964,1281
4203799999,,PA,2019,658,663,825,1034,1298
4203999999,,PA,2019,503,554,692,867,935
4204199999,,PA,2019,650,813,1012,1296,1368
4204399999,,PA,2019,650,813,1012,1296,1368
4204599999,,PA,2019,840,992,1200,1503,1715
4204799999,,PA,2019,519,533,692,912,939
4204999999,,PA,2019,608,631,812,1027,1098
4205199999,,PA,2019,647,725,896,1137,1248
4205399999,,PA,2019,537,541,716,897,1135
4205599999,,PA,2019,595,700,926,1188,1252
4205799999,,PA,2019,519,604,692,919,1058
4205999999,,PA,2019,584,588,700,877,946
4206199999,,PA,2019,519,563,692,931,1033
4206399999,,PA,2019,620,637,770,965,1041
4206599999,,PA,2019,544,547,692,883,935
4206799999,,PA,2019,445,542,692,867,935
4206999999,,PA,2019,541,636,780,1007,1102
4207199999,,PA,2019,724,869,1091,1386,1475
4207399999,,PA,2019,467,561,727,911,1019
4207599999,,PA,2019,697,702,908,1186,1357
4207799999,,PA,2019,737,887,1129,1464,1526
4207999999,,PA,2019,541,636,780,1007,1102
4208199999,,PA,2019,689,694,856,1152,1184
4208399999,,PA,2019,447,535,696,873,951
4208599999,,PA,2019,544,548,710,904,1035
4208799999,,PA,2019,553,587,692,916,938
4208999999,,PA,2019,737,871,1111,1523,1734
4209199999,,PA,2019,840,992,1200,1503,1715
4209399999,,PA,2019,689,694,904,1133,1222
4209599999,,PA,2019,737,887,1129,1464,1526
4209799999,,PA,2019,452,545,695,899,968
4209999999,,PA,2019,650,813,1012,1296,1368
4210199999,,PA,2019,840,992,1200,1503,1715
4210399999,,PA,2019,906,912,1206,1744,1822
4210599999,,PA,2019,589,591,692,956,1093
4210799999,,PA,2019,552,556,692,925,1018
4210999999,,PA,2019,552,556,735,921,1132
4211199999,,PA,2019,559,563,692,949,1005
4211399999,,PA,2019,471,570,692,1001,1215
4211599999,,PA,2019,551,572,735,951,1073
4211799999,,PA,2019,485,623,755,1015,1238
4211999999,,PA,2019,585,610,780,1031,1054
4212199999,,PA,2019,556,560,692,867,1070
4212399999,,PA,2019,555,581,692,916,935
4212599999,,PA,2019,647,725,896,1137,1248
4212799999,,PA,2019,612,664,816,1099,1103
4212999999,,PA,2019,647,725,896,1137,1248
4213199999,,PA,2019,541,636,780,1007,1102
4213399999,,PA,2019,611,722,946,1212,1297
,,PR,2019,364,373,427,568,686
,,PR,2019,359,361,441,586,699
,,PR,2019,334,363,416,540,572
,,PR,2019,379,427,489,699,799
,,PR,2019,391,394,515,679,790
,,PR,2019,360,369,423,570,572
,,PR,2019,393,404,462,579,811
,,PR,2019,398,408,467,675,818
,,PR,2019,355,359,417,581,665
,,PR,2019,345,366,419,593,736
,,PR,2019,431,459,549,728,913
,,PR,2019,364,373,427,535,577
,,PR,2019,354,363,416,575,731
7200199999,,PR,2019,335,343,416,558,653
7200399999,,PR,2019,364,373,427,568,686
7200599999,,PR,2019,364,373,427,568,686
7200799999,,PR,2019,431,459,549,728,913
7200999999,,PR,2019,334,363,416,540,572
7201199999,,PR,2019,364,373,427,568,686
7201399999,,PR,2019,359,361,441,586,699
7201599999,,PR,2019,360,369,423,570,572
7201799999,,PR,2019,431,459,549,728,913
7201999999,,PR,2019,334,363,416,540,572
7202199999,,PR,2019,431,459,549,728,913
7202399999,,PR,2019,345,366,419,593,736
7202599999,,PR,2019,379,427,489,699,799
7202799999,,PR,2019,359,361,441,586,699
7202999999,,PR,2019,431,459,549,728,913
7203199999,,PR,2019,431,459,549,728,913
7203399999,,PR,2019,431,459,549,728,913
7203599999,,PR,2019,379,427,489,699,799
7203799999,,PR,2019,391,394,515,679,790
7203999999,,PR,2019,334,363,416,540,572
7204199999,,PR,2019,379,427,489,699,799
7204399999,,PR,2019,335,343,416,558,653
7204599999,,PR,2019,431,459,549,728,913
7204799999,,PR,2019,431,459,549,728,913
7204999999,,PR,2019,335,343,416,558,653
7205199999,,PR,2019,431,459,549,728,913
