fips,county_name,state_code,year,fmr_0br,fmr_1br,fmr_2br,fmr_3br,fmr_4br
2402799999,,MD,2018,918,1125,1411,1815,2108
2402999999,,MD,2018,791,796,1039,1303,1782
2403199999,,MD,2018,1504,1561,1793,2353,2902
2403399999,,MD,2018,1504,1561,1793,2353,2902
2403599999,,MD,2018,918,1125,1411,1815,2108
2403999999,,MD,2018,505,664,763,1079,1083
2403799999,,MD,2018,938,1126,1329,1792,2263
2404199999,,MD,2018,806,872,1160,1485,1786
2404399999,,MD,2018,582,695,913,1261,1608
2404599999,,MD,2018,662,782,1001,1300,1710
2404799999,,MD,2018,670,761,1012,1305,1765
,,MA,2018,956,1083,1441,1817,1984
,,MA,2018,864,877,1021,1280,1489
,,MA,2018,1253,1421,1740,2182,2370
,,MA,2018,980,1064,1365,1726,1947
,,MA,2018,927,959,1276,1657,2057
,,MA,2018,1044,1071,1425,2073,2135
,,MA,2018,783,822,1085,1360,1478
,,MA,2018,815,929,1187,1488,1619
,,MA,2018,955,1098,1392,1745,1896
,,MA,2018,723,761,906,1136,1234
,,MA,2018,685,817,1000,1254,1409
,,MA,2018,748,849,1014,1271,1508
,,MA,2018,739,884,1117,1400,1627
,,MA,2018,827,928,1187,1489,1683
,,MA,2018,670,730,922,1315,1437
,,MA,2018,850,942,1192,1494,1654
2502300170,,MA,2018,980,1064,1365,1726,1947
2501700380,,MA,2018,1253,1421,1740,2182,2370
2500500520,,MA,2018,723,761,906,1136,1234
2500300555,,MA,2018,685,817,1000,1254,1409
2501300840,,MA,2018,739,884,1117,1400,1627
2500300975,,MA,2018,864,877,1021,1280,1489
2500901260,,MA,2018,1253,1421,1740,2182,2370
2501501325,,MA,2018,739,884,1117,1400,1627
2500901465,,MA,2018,815,929,1187,1488,1619
2500701585,,MA,2018,1091,1281,1531,2078,2085
2501701605,,MA,2018,1253,1421,1740,2182,2370
2502701885,,MA,2018,783,822,1085,1360,1478
2501701955,,MA,2018,1253,1421,1740,2182,2370
2501102095,,MA,2018,859,864,1084,1359,1535
2501702130,,MA,2018,1253,1421,1740,2182,2370
2502702480,,MA,2018,670,730,922,1315,1437
2500502690,,MA,2018,748,849,1014,1271,1508
2502702760,,MA,2018,850,942,1192,1494,1654
2502102935,,MA,2018,980,1064,1365,1726,1947
2501703005,,MA,2018,1253,1421,1740,2182,2370
2500103690,,MA,2018,956,1083,1441,1817,1984
2502703740,,MA,2018,850,942,1192,1494,1654
2500304545,,MA,2018,864,877,1021,1280,1489
2501704615,,MA,2018,1253,1421,1740,2182,2370
2501504825,,MA,2018,739,884,1117,1400,1627
2502104930,,MA,2018,1253,1421,1740,2182,2370
2501705070,,MA,2018,1253,1421,1740,2182,2370
2500505280,,MA,2018,827,928,1187,1489,1683
2502705490,,MA,2018,927,959,1276,1657,2057
2501105560,,MA,2018,859,864,1084,1359,1535
2500905595,,MA,2018,1253,1421,1740,2182,2370
2501705805,,MA,2018,955,1098,1392,1745,1896
2502706015,,MA,2018,927,959,1276,1657,2057
2501306085,,MA,2018,739,884,1117,1400,1627
2502706365,,MA,2018,927,959,1276,1657,2057
2502507000,,MA,2018,1253,1421,1740,2182,2370
2500107175,,MA,2018,956,1083,1441,1817,1984
2501707350,,MA,2018,1253,1421,1740,2182,2370
2500907420,,MA,2018,815,929,1187,1488,1619
2502707525,,MA,2018,850,942,1192,1494,1654
2502107740,,MA,2018,1253,1421,1740,2182,2370
2500107980,,MA,2018,956,1083,1441,1817,1984
2502308085,,MA,2018,980,1064,1365,1726,1947
2501308470,,MA,2018,739,884,1117,1400,1627
2502309000,,MA,2018,980,1064,1365,1726,1947
2502709105,,MA,2018,850,942,1192,1494,1654
2502109175,,MA,2018,1253,1421,1740,2182,2370
2501109595,,MA,2018,859,864,1084,1359,1535
2501709840,,MA,2018,1253,1421,1740,2182,2370
2501711000,,MA,2018,1253,1421,1740,2182,2370
2502111315,,MA,2018,1253,1421,1740,2182,2370
2501711525,,MA,2018,1253,1421,1740,2182,2370
2502311665,,MA,2018,1253,1421,1740,2182,2370
2501112505,,MA,2018,859,864,1084,1359,1535
2502712715,,MA,2018,850,942,1192,1494,1654
2500112995,,MA,2018,956,1083,1441,1817,1984
2501713135,,MA,2018,955,1098,1392,1745,1896
2502513205,,MA,2018,1253,1421,1740,2182,2370
2500313345,,MA,2018,685,817,1000,1254,1409
2501313485,,MA,2018,739,884,1117,1400,1627
2501513590,,MA,2018,739,884,1117,1400,1627
2501313660,,MA,2018,739,884,1117,1400,1627
2500713800,,MA,2018,1091,1281,1531,2078,2085
2500314010,,MA,2018,864,877,1021,1280,1489
2502714395,,MA,2018,850,942,1192,1494,1654
2502114640,,MA,2018,1253,1421,1740,2182,2370
2501114885,,MA,2018,859,864,1084,1359,1535
2501715060,,MA,2018,1253,1421,1740,2182,2370
2501115200,,MA,2018,859,864,1084,1359,1535
2501516040,,MA,2018,739,884,1117,1400,1627
2500316180,,MA,2018,685,817,1000,1254,1409
2500916250,,MA,2018,1253,1421,1740,2182,2370
2500516425,,MA,2018,723,761,906,1136,1234
2502116495,,MA,2018,1253,1421,1740,2182,2370
2501116670,,MA,2018,859,864,1084,1359,1535
2500116775,,MA,2018,956,1083,1441,1817,1984
2500516950,,MA,2018,827,928,1187,1489,1683
2502717300,,MA,2018,850,942,1192,1494,1654
2502117405,,MA,2018,1253,1421,1740,2182,2370
2501717475,,MA,2018,955,1098,1392,1745,1896
2502717685,,MA,2018,850,942,1192,1494,1654
2501717825,,MA,2018,955,1098,1392,1745,1896
2502317895,,MA,2018,1253,1421,1740,2182,2370
2502318455,,MA,2018,980,1064,1365,1726,1947
2502718560,,MA,2018,850,942,1192,1494,1654
2501319645,,MA,2018,739,884,1117,1400,1627
2500119295,,MA,2018,956,1083,1441,1817,1984
2501519370,,MA,2018,739,884,1117,1400,1627
2500520100,,MA,2018,1044,1071,1425,2073,2135
2500721150,,MA,2018,1091,1281,1531,2078,2085
2500321360,,MA,2018,864,877,1021,1280,1489
2501121780,,MA,2018,859,864,1084,1359,1535
2500921850,,MA,2018,1253,1421,1740,2182,2370
2501721990,,MA,2018,1253,1421,1740,2182,2370
2500522130,,MA,2018,723,761,906,1136,1234
2500523000,,MA,2018,748,849,1014,1271,1508
2500123105,,MA,2018,956,1083,1441,1817,1984
2502723875,,MA,2018,783,822,1085,1360,1478
2500324120,,MA,2018,864,877,1021,1280,1489
2502124820,,MA,2018,1253,1421,1740,2182,2370
2501724925,,MA,2018,1253,1421,1740,2182,2370
2502125172,,MA,2018,1253,1421,1740,2182,2370
2500525240,,MA,2018,723,761,906,1136,1234
2502725485,,MA,2018,783,822,1085,1360,1478
2500925625,,MA,2018,815,929,1187,1488,1619
2501125730,,MA,2018,859,864,1084,1359,1535
2500926150,,MA,2018,1253,1421,1740,2182,2370
2501526290,,MA,2018,739,884,1117,1400,1627
2500726325,,MA,2018,1091,1281,1531,2078,2085
2502726430,,MA,2018,850,942,1192,1494,1654
2501526535,,MA,2018,739,884,1117,1400,1627
2501326675,,MA,2018,739,884,1117,1400,1627
2500326815,,MA,2018,864,877,1021,1280,1489
2501127100,,MA,2018,859,864,1084,1359,1535
2501727480,,MA,2018,955,1098,1392,1745,1896
2500927620,,MA,2018,815,929,1187,1488,1619
2501527690,,MA,2018,739,884,1117,1400,1627
2502327795,,MA,2018,980,1064,1365,1726,1947
2500927900,,MA,2018,1253,1421,1740,2182,2370
2501328075,,MA,2018,739,884,1117,1400,1627
2500328180,,MA,2018,864,877,1021,1280,1489
2502328285,,MA,2018,1253,1421,1740,2182,2370
2502328495,,MA,2018,980,1064,1365,1726,1947
2502728740,,MA,2018,670,730,922,1315,1437
2502728950,,MA,2018,927,959,1276,1657,2057
2500129020,,MA,2018,956,1083,1441,1817,1984
2501529265,,MA,2018,739,884,1117,1400,1627
2500929405,,MA,2018,815,929,1187,1488,1619
2501129475,,MA,2018,859,864,1084,1359,1535
2501129650,,MA,2018,859,864,1084,1359,1535
2502330210,,MA,2018,1253,1421,1740,2182,2370
2500330315,,MA,2018,685,817,1000,1254,1409
2502130455,,MA,2018,1253,1421,1740,2182,2370
2502730560,,MA,2018,850,942,1192,1494,1654
2501330665,,MA,2018,739,884,1117,1400,1627
2501730700,,MA,2018,1253,1421,1740,2182,2370
2501330840,,MA,2018,739,884,1117,1400,1627
2502730945,,MA,2018,927,959,1276,1657,2057
2501731085,,MA,2018,1253,1421,1740,2182,2370
2502731435,,MA,2018,670,730,922,1315,1437
2501731540,,MA,2018,1253,1421,1740,2182,2370
2502331645,,MA,2018,1253,1421,1740,2182,2370
2501531785,,MA,2018,739,884,1117,1400,1627
2500932310,,MA,2018,1253,1421,1740,2182,2370
2502333220,,MA,2018,1253,1421,1740,2182,2370
2502333920,,MA,2018,980,1064,1365,1726,1947
2502734165,,MA,2018,927,959,1276,1657,2057
2500334340,,MA,2018,685,817,1000,1254,1409
2500934550,,MA,2018,815,929,1187,1488,1619
2500334655,,MA,2018,685,817,1000,1254,1409
2502734795,,MA,2018,850,942,1192,1494,1654
2500334970,,MA,2018,685,817,1000,1254,1409
2502735075,,MA,2018,783,822,1085,1360,1478
2501135180,,MA,2018,859,864,1084,1359,1535
2501735215,,MA,2018,1253,1421,1740,2182,2370
2501135285,,MA,2018,859,864,1084,1359,1535
2501735425,,MA,2018,1253,1421,1740,2182,2370
2501735950,,MA,2018,1253,1421,1740,2182,2370
2501336300,,MA,2018,739,884,1117,1400,1627
2501737000,,MA,2018,955,1098,1392,1745,1896
2501337175,,MA,2018,739,884,1117,1400,1627
2502737420,,MA,2018,783,822,1085,1360,1478
2500937490,,MA,2018,1253,1421,1740,2182,2370
2500937560,,MA,2018,1253,1421,1740,2182,2370
2501737875,,MA,2018,1253,1421,1740,2182,2370
2500937995,,MA,2018,1253,1421,1740,2182,2370
2500538225,,MA,2018,827,928,1187,1489,1683
2500938400,,MA,2018,1253,1421,1740,2182,2370
2502338540,,MA,2018,980,1064,1365,1726,1947
2501738715,,MA,2018,1253,1421,1740,2182,2370
2502338855,,MA,2018,1253,1421,1740,2182,2370
2500139100,,MA,2018,956,1083,1441,1817,1984
2502339450,,MA,2018,980,1064,1365,1726,1947
2501739625,,MA,2018,1253,1421,1740,2182,2370
2502139765,,MA,2018,1253,1421,1740,2182,2370
2501739835,,MA,2018,1253,1421,1740,2182,2370
2502139975,,MA,2018,1253,1421,1740,2182,2370
2501740115,,MA,2018,1253,1421,1740,2182,2370
2502740255,,MA,2018,927,959,1276,1657,2057
2500940430,,MA,2018,815,929,1187,1488,1619
2500940710,,MA,2018,815,929,1187,1488,1619
2502340850,,MA,2018,980,1064,1365,1726,1947
2501540990,,MA,2018,739,884,1117,1400,1627
2500941095,,MA,2018,1253,1421,1740,2182,2370
2502741165,,MA,2018,927,959,1276,1657,2057
2502741340,,MA,2018,850,942,1192,1494,1654
2502141515,,MA,2018,1253,1421,1740,2182,2370
2502741585,,MA,2018,927,959,1276,1657,2057
2502141690,,MA,2018,1253,1421,1740,2182,2370
2501142040,,MA,2018,859,864,1084,1359,1535
2501342145,,MA,2018,739,884,1117,1400,1627
2501142285,,MA,2018,859,864,1084,1359,1535
2500342460,,MA,2018,864,877,1021,1280,1489
2501342530,,MA,2018,739,884,1117,1400,1627
2500343300,,MA,2018,864,877,1021,1280,1489
2500943580,,MA,2018,1253,1421,1740,2182,2370
2501943790,,MA,2018,1229,1369,1572,2133,2141
2501743895,,MA,2018,1253,1421,1740,2182,2370
2502144105,,MA,2018,1253,1421,1740,2182,2370
2500344385,,MA,2018,864,877,1021,1280,1489
2500545000,,MA,2018,723,761,906,1136,1234
2502745105,,MA,2018,670,730,922,1315,1437
2500345420,,MA,2018,864,877,1021,1280,1489
2501145490,,MA,2018,859,864,1084,1359,1535
2500945175,,MA,2018,1253,1421,1740,2182,2370
2500945245,,MA,2018,1253,1421,1740,2182,2370
2501745560,,MA,2018,1253,1421,1740,2182,2370
2502146050,,MA,2018,1253,1421,1740,2182,2370
2500346225,,MA,2018,864,877,1021,1280,1489
2500946365,,MA,2018,815,929,1187,1488,1619
2500546575,,MA,2018,748,849,1014,1271,1508
2502747135,,MA,2018,850,942,1192,1494,1654
2501748955,,MA,2018,1253,1421,1740,2182,2370
2501546330,,MA,2018,739,884,1117,1400,1627
2502746820,,MA,2018,850,942,1192,1494,1654
2502746925,,MA,2018,850,942,1192,1494,1654
2501147835,,MA,2018,859,864,1084,1359,1535
2500549970,,MA,2018,827,928,1187,1489,1683
2502350145,,MA,2018,1253,1421,1740,2182,2370
2502150250,,MA,2018,1253,1421,1740,2182,2370
2500750390,,MA,2018,1091,1281,1531,2078,2085
2502750670,,MA,2018,850,942,1192,1494,1654
2501151265,,MA,2018,859,864,1084,1359,1535
2500151440,,MA,2018,956,1083,1441,1817,1984
2500351580,,MA,2018,864,877,1021,1280,1489
2502751825,,MA,2018,850,942,1192,1494,1654
2501352144,,MA,2018,739,884,1117,1400,1627
2502752420,,MA,2018,850,942,1192,1494,1654
2500952490,,MA,2018,1253,1421,1740,2182,2370
2501552560,,MA,2018,739,884,1117,1400,1627
2502352630,,MA,2018,1253,1421,1740,2182,2370
2501752805,,MA,2018,955,1098,1392,1745,1896
2500353050,,MA,2018,864,877,1021,1280,1489
2502753120,,MA,2018,670,730,922,1315,1437
2502753225,,MA,2018,670,730,922,1315,1437
2500353960,,MA,2018,685,817,1000,1254,1409
2501554030,,MA,2018,739,884,1117,1400,1627
2502154100,,MA,2018,1253,1421,1740,2182,2370
2502354310,,MA,2018,1253,1421,1740,2182,2370
2502354415,,MA,2018,980,1064,1365,1726,1947
2502755395,,MA,2018,850,942,1192,1494,1654
2500155500,,MA,2018,956,1083,1441,1817,1984
2502155745,,MA,2018,1253,1421,1740,2182,2370
2502155955,,MA,2018,1253,1421,1740,2182,2370
2500556060,,MA,2018,1044,1071,1425,2073,2135
2501756130,,MA,2018,1253,1421,1740,2182,2370
2500556375,,MA,2018,748,849,1014,1271,1508
2502556585,,MA,2018,1253,1421,1740,2182,2370
2500356795,,MA,2018,685,817,1000,1254,1409
2502357600,,MA,2018,980,1064,1365,1726,1947
2502357775,,MA,2018,1253,1421,1740,2182,2370
2500957880,,MA,2018,1253,1421,1740,2182,2370
2501158335,,MA,2018,859,864,1084,1359,1535
2500958405,,MA,2018,1253,1421,1740,2182,2370
2502758580,,MA,2018,670,730,922,1315,1437
2501358650,,MA,2018,739,884,1117,1400,1627
2502758825,,MA,2018,850,942,1192,1494,1654
2500959105,,MA,2018,1253,1421,1740,2182,2370
2500959245,,MA,2018,1253,1421,1740,2182,2370
2500359665,,MA,2018,864,877,1021,1280,1489
2500159735,,MA,2018,956,1083,1441,1817,1984
2500960015,,MA,2018,1253,1421,1740,2182,2370
2500360225,,MA,2018,864,877,1021,1280,1489
2502360330,,MA,2018,1253,1421,1740,2182,2370
2500560645,,MA,2018,748,849,1014,1271,1508
2502160785,,MA,2018,1253,1421,1740,2182,2370
2500361065,,MA,2018,864,877,1021,1280,1489
2501161135,,MA,2018,859,864,1084,1359,1535
2501761380,,MA,2018,1253,1421,1740,2182,2370
2501761590,,MA,2018,1253,1421,1740,2182,2370
2502761800,,MA,2018,850,942,1192,1494,1654
2501161905,,MA,2018,859,864,1084,1359,1535
2500562430,,MA,2018,748,849,1014,1271,1508
2501762535,,MA,2018,1253,1421,1740,2182,2370
2501564145,,MA,2018,739,884,1117,1400,1627
2501562745,,MA,2018,739,884,1117,1400,1627
2502763165,,MA,2018,927,959,1276,1657,2057
2502763345,,MA,2018,850,942,1192,1494,1654
2501365825,,MA,2018,739,884,1117,1400,1627
2502766105,,MA,2018,850,942,1192,1494,1654
2501367000,,MA,2018,739,884,1117,1400,1627
2502767385,,MA,2018,850,942,1192,1494,1654
2500367595,,MA,2018,685,817,1000,1254,1409
2501767665,,MA,2018,1253,1421,1740,2182,2370
2502167945,,MA,2018,1253,1421,1740,2182,2370
2501768050,,MA,2018,1253,1421,1740,2182,2370
2502768155,,MA,2018,850,942,1192,1494,1654
2501768260,,MA,2018,1253,1421,1740,2182,2370
2501168400,,MA,2018,739,884,1117,1400,1627
2502768610,,MA,2018,850,942,1192,1494,1654
2500968645,,MA,2018,1253,1421,1740,2182,2370
2500568750,,MA,2018,748,849,1014,1271,1508
2500569170,,MA,2018,827,928,1187,1489,1683
2502769275,,MA,2018,783,822,1085,1360,1478
2501769415,,MA,2018,955,1098,1392,1745,1896
2500769940,,MA,2018,1091,1281,1531,2078,2085
2501370045,,MA,2018,739,884,1117,1400,1627
2500970150,,MA,2018,1253,1421,1740,2182,2370
2501770360,,MA,2018,1253,1421,1740,2182,2370
2500170605,,MA,2018,956,1083,1441,1817,1984
2501771025,,MA,2018,955,1098,1392,1745,1896
2500371095,,MA,2018,864,877,1021,1280,1489
2502771480,,MA,2018,927,959,1276,1657,2057
2502771620,,MA,2018,850,942,1192,1494,1654
2501772215,,MA,2018,1253,1421,1740,2182,2370
2501372390,,MA,2018,739,884,1117,1400,1627
2502172495,,MA,2018,1253,1421,1740,2182,2370
2501772600,,MA,2018,1253,1421,1740,2182,2370
2501572880,,MA,2018,739,884,1117,1400,1627
2502372985,,MA,2018,1253,1421,1740,2182,2370
2502773090,,MA,2018,670,730,922,1315,1437
2501173265,,MA,2018,859,864,1084,1359,1535
2500373335,,MA,2018,864,877,1021,1280,1489
2501773440,,MA,2018,1253,1421,1740,2182,2370
2501773790,,MA,2018,1253,1421,1740,2182,2370
2502773895,,MA,2018,850,942,1192,1494,1654
2502174175,,MA,2018,1253,1421,1740,2182,2370
2500174385,,MA,2018,956,1083,1441,1817,1984
2501174525,,MA,2018,859,864,1084,1359,1535
2500974595,,MA,2018,1253,1421,1740,2182,2370
2502775155,,MA,2018,850,942,1192,1494,1654
2502375260,,MA,2018,980,1064,1365,1726,1947
2502775400,,MA,2018,850,942,1192,1494,1654
2500977150,,MA,2018,815,929,1187,1488,1619
2501377890,,MA,2018,739,884,1117,1400,1627
2500377990,,MA,2018,864,877,1021,1280,1489
2500778235,,MA,2018,1091,1281,1531,2078,2085
2502775015,,MA,2018,850,942,1192,1494,1654
2501376030,,MA,2018,739,884,1117,1400,1627
2501776135,,MA,2018,955,1098,1392,1745,1896
2501576380,,MA,2018,739,884,1117,1400,1627
2502777010,,MA,2018,783,822,1085,1360,1478
2501777255,,MA,2018,1253,1421,1740,2182,2370
2500577570,,MA,2018,748,849,1014,1271,1508
2502178690,,MA,2018,1253,1421,1740,2182,2370
2502178972,,MA,2018,1253,1421,1740,2182,2370
2501179110,,MA,2018,859,864,1084,1359,1535
2502379530,,MA,2018,980,1064,1365,1726,1947
2501379740,,MA,2018,739,884,1117,1400,1627
2501579915,,MA,2018,739,884,1117,1400,1627
2500379985,,MA,2018,864,877,1021,1280,1489
2501780230,,MA,2018,1253,1421,1740,2182,2370
2502780405,,MA,2018,783,822,1085,1360,1478
2501780510,,MA,2018,1253,1421,1740,2182,2370
2500380685,,MA,2018,864,877,1021,1280,1489
2502581005,,MA,2018,1253,1421,1740,2182,2370
2501781035,,MA,2018,1253,1421,1740,2182,2370
2502782000,,MA,2018,850,942,1192,1494,1654
2501582175,,MA,2018,739,884,1117,1400,1627
2502182315,,MA,2018,1253,1421,1740,2182,2370
2500182525,,MA,2018,956,1083,1441,1817,1984
,,MI,2018,875,905,1103,1485,1842
,,MI,2018,541,619,785,1142,1258
,,MI,2018,470,585,737,962,1025
,,MI,2018,481,567,754,987,1045
,,MI,2018,572,597,794,1025,1081
,,MI,2018,600,727,940,1238,1337
,,MI,2018,497,586,779,1026,1078
,,MI,2018,587,713,878,1225,1383
,,MI,2018,571,721,828,1182,1245
,,MI,2018,561,612,770,989,1061
,,MI,2018,540,659,810,1106,1229
,,MI,2018,583,690,856,1143,1313
,,MI,2018,638,732,951,1329,1675
,,MI,2018,505,600,791,1103,1312
,,MI,2018,644,648,862,1170,1174
,,MI,2018,512,583,743,1012,1194
,,MI,2018,547,571,759,1033,1034
,,MI,2018,503,567,754,955,1118
,,MI,2018,469,578,736,964,1013
2600199999,,MI,2018,556,560,697,926,981
2600399999,,MI,2018,495,524,697,916,1228
2600599999,,MI,2018,607,639,758,1038,1128
2600799999,,MI,2018,564,568,697,961,1075
2600999999,,MI,2018,462,596,725,1017,1099
2601199999,,MI,2018,495,547,697,922,1215
2601399999,,MI,2018,495,524,697,938,981
2601599999,,MI,2018,541,619,785,1142,1258
2601799999,,MI,2018,481,567,754,987,1045
2601999999,,MI,2018,562,600,791,995,1094
2602199999,,MI,2018,503,567,754,955,1118
2602399999,,MI,2018,574,578,737,978,1004
2602599999,,MI,2018,470,585,737,962,1025
2602799999,,MI,2018,572,597,794,1025,1081
2602999999,,MI,2018,597,600,753,1042,1313
2603199999,,MI,2018,495,551,697,930,949
2603399999,,MI,2018,486,528,701,879,955
2603599999,,MI,2018,495,540,697,921,1056
2603799999,,MI,2018,583,690,856,1143,1313
2603999999,,MI,2018,538,570,758,950,1286
2604199999,,MI,2018,495,568,697,1007,1063
2604399999,,MI,2018,540,571,760,953,1180
2604599999,,MI,2018,583,690,856,1143,1313
2604799999,,MI,2018,539,640,832,1064,1290
2604999999,,MI,2018,497,586,779,1026,1078
2605199999,,MI,2018,495,598,697,1014,1228
2605399999,,MI,2018,495,525,697,919,1228
2605599999,,MI,2018,575,756,902,1218,1297
2605799999,,MI,2018,445,524,697,874,949
2605999999,,MI,2018,536,562,720,956,1003
2606199999,,MI,2018,496,539,714,907,1179
2606399999,,MI,2018,558,558,697,937,1054
2606599999,,MI,2018,583,690,856,1143,1313
2606799999,,MI,2018,564,568,755,1003,1119
2606999999,,MI,2018,445,607,697,874,1205
2607199999,,MI,2018,495,524,697,877,1116
2607399999,,MI,2018,555,623,758,1030,1260
2607599999,,MI,2018,561,612,770,989,1061
2607799999,,MI,2018,540,659,810,1106,1229
2607999999,,MI,2018,476,561,746,992,1087
2608199999,,MI,2018,587,713,878,1225,1383
2608399999,,MI,2018,495,524,697,978,981
2608599999,,MI,2018,495,524,697,874,949
2608799999,,MI,2018,600,727,940,1238,1337
2608999999,,MI,2018,660,715,848,1076,1155
2609199999,,MI,2018,552,602,801,1027,1091
2609399999,,MI,2018,638,732,951,1329,1675
2609599999,,MI,2018,495,546,697,946,949
2609799999,,MI,2018,495,582,697,874,1066
2609999999,,MI,2018,600,727,940,1238,1337
2610199999,,MI,2018,498,533,701,951,955
2610399999,,MI,2018,481,564,750,940,1021
2610599999,,MI,2018,551,586,775,992,1056
2610799999,,MI,2018,495,586,697,946,949
2610999999,,MI,2018,495,600,697,946,949
2611199999,,MI,2018,505,600,791,1103,1312
2611399999,,MI,2018,508,623,715,931,974
2611599999,,MI,2018,644,648,862,1170,1174
2611799999,,MI,2018,512,583,743,1012,1194
2611999999,,MI,2018,506,535,712,978,1002
2612199999,,MI,2018,547,571,759,1033,1034
2612399999,,MI,2018,559,562,748,972,1019
2612599999,,MI,2018,600,727,940,1238,1337
2612799999,,MI,2018,495,524,697,946,949
2612999999,,MI,2018,504,571,709,895,1069
2613199999,,MI,2018,495,607,697,978,981
2613399999,,MI,2018,495,575,697,906,1010
2613599999,,MI,2018,502,532,707,886,995
2613799999,,MI,2018,541,582,761,1057,1152
2613999999,,MI,2018,571,721,828,1182,1245
2614199999,,MI,2018,495,607,697,997,1037
2614399999,,MI,2018,530,572,704,955,959
2614599999,,MI,2018,469,578,736,964,1013
2615199999,,MI,2018,502,524,697,923,1051
2615399999,,MI,2018,495,538,697,874,1056
2615599999,,MI,2018,546,550,731,988,996
2614799999,,MI,2018,600,727,940,1238,1337
2614999999,,MI,2018,527,543,722,910,1130
2615799999,,MI,2018,445,554,697,938,1068
2615999999,,MI,2018,540,659,810,1106,1229
2616199999,,MI,2018,875,905,1103,1485,1842
2616399999,,MI,2018,600,727,940,1238,1337
2616599999,,MI,2018,500,589,784,983,1068
,,MN,2018,592,662,848,1099,1364
,,MN,2018,521,643,810,1178,1411
,,MN,2018,445,525,697,946,949
,,MN,2018,619,745,966,1383,1685
,,MN,2018,506,596,793,1111,1397
,,MN,2018,484,571,758,1103,1252
